node1	label	node2
Q45	isa	Q3624078
Q45	isa	Q6256
Q45	isa	Q20181813
Q140	isa	Q16521
Q183	isa	Q3624078
Q183	isa	Q43702
Q183	isa	Q7270
Q183	isa	Q619610
Q183	isa	Q4209223
Q183	isa	Q63791824
Q317	isa	Q1307214
Q433	isa	Q3504085
Q514	isa	Q28598684
Q595	isa	Q11424
Q647	isa	Q484170
Q647	isa	Q1549591
Q716	isa	Q11344
Q801	isa	Q3624078
Q801	isa	Q51576574
